date,2330,2412,1216,2881,2884,SPY,TLT,GLD
2020-03-16,276.5000,105.0000,66.3000,38.0500,25.2000,6565.9263,4046.7615,4264.3555
2020-03-17,268.0000,107.0000,64.9000,37.3500,23.5500,6950.0857,3793.0927,4340.6801
2020-03-18,260.0000,106.5000,61.9000,36.8500,22.2000,6553.2306,3554.7312,4225.2210
2020-03-19,248.0000,105.5000,62.9000,34.8500,20.0000,6587.9306,3663.0625,4158.4548
2020-03-20,270.0000,106.5000,65.0000,37.5000,22.0000,6345.0443,3964.1343,4248.2752
2020-03-23,255.0000,105.5000,62.6000,36.0000,21.2000,6172.2095,4120.4146,4428.3547
2020-03-24,267.5000,107.0000,66.6000,36.2500,22.5500,6719.6444,4036.6360,4635.1342
2020-03-25,277.0000,108.0000,66.6000,37.1000,24.2000,6804.2132,4018.0030,4560.9387
2020-03-26,280.0000,107.5000,65.8000,37.3000,24.1000,7227.3119,4052.2448,4635.9699
2020-03-27,273.0000,107.5000,64.1000,38.3000,24.2000,6983.7642,4143.6333,4587.4448
2020-03-30,267.5000,106.5000,63.8000,37.9000,24.1000,7219.1804,4114.4462,4613.1376
2020-03-31,274.0000,107.5000,65.6000,37.5500,24.2500,7079.2803,4062.5157,4445.9417
2020-04-01,271.5000,107.0000,65.1000,37.4000,24.2500,6805.7049,4146.8672,4517.8733
2020-04-06,275.5000,108.0000,69.0000,37.3000,24.2500,7327.8534,4174.9514,4745.6201
2020-04-07,283.0000,107.5000,69.0000,37.2500,24.6000,7294.1016,4108.0125,4693.6830
2020-04-08,285.0000,108.0000,70.2000,37.9500,25.0000,7543.2117,4080.4269,4654.5009
2020-04-09,283.0000,107.0000,69.6000,38.2000,25.5000,7650.3681,4083.7671,4771.3322
2020-04-13,278.5000,108.0000,68.1000,39.5000,25.5000,7570.1822,4040.9650,4846.4966
2020-04-14,285.0000,108.5000,68.1000,40.6500,26.0500,7747.7658,4016.2962,4855.9978
2020-04-15,287.5000,109.0000,68.0000,41.0500,26.6500,7626.5841,4146.3006,4858.8990
2020-04-16,286.5000,108.0000,67.5000,40.2000,26.4000,7633.7648,4177.1901,4835.9379
2020-04-17,306.5000,108.5000,67.8000,40.6000,26.3000,7848.3846,4125.6047,4747.1104
2020-04-20,304.0000,109.0000,67.8000,40.1000,26.2000,7735.3489,4172.4090,4796.5894
2020-04-21,295.0000,108.5000,66.0000,39.0000,25.6000,7499.2311,4224.2432,4763.0584
2020-04-22,294.0000,109.0000,67.1000,39.4500,25.3500,7682.5208,4190.2761,4867.4261
2020-04-23,295.5000,109.0000,67.9000,39.6000,25.5000,7671.2502,4206.6402,4909.0204
2020-04-24,294.0000,108.5000,66.6000,39.2000,25.7000,7726.6749,4188.5955,4855.6171
2020-04-27,298.0000,109.5000,67.7000,40.1000,26.2000,7896.8878,4141.4712,4859.5632
2020-04-28,296.5000,109.5000,68.3000,40.3000,26.4000,7817.1940,4166.0256,4811.2068
2020-04-29,299.0000,110.0000,69.0000,41.0500,26.7500,7992.8737,4129.4460,4820.3626
2020-04-30,304.5000,109.5000,69.5000,42.3000,27.3000,7871.9623,4057.2622,4705.2440
2020-05-04,295.0000,109.0000,68.3000,40.7500,26.8000,7752.9111,4108.9086,4793.0435
2020-05-05,295.5000,109.0000,70.0000,40.6500,26.8500,7750.4728,4043.9568,4767.8024
2020-05-06,296.0000,109.5000,69.7000,40.5500,26.8500,7701.8301,3980.7188,4708.8937
2020-05-07,297.5000,109.0000,70.1000,40.5000,26.8000,7892.6456,4098.0462,4841.2158
2020-05-08,297.5000,110.0000,70.9000,40.6500,26.8500,7965.1950,4015.5043,4777.3077
2020-05-11,301.0000,110.0000,71.0000,41.2000,27.0500,7982.8830,3992.1896,4757.0928
2020-05-12,295.0000,110.0000,69.4000,41.2000,26.8500,7837.4055,4040.1951,4783.9155
2020-05-13,297.0000,110.0000,70.4000,40.9500,27.1500,7672.0072,4054.3070,4813.1451
2020-05-14,293.0000,110.0000,70.0000,40.5500,26.9000,7790.9291,4108.2804,4872.6948
2020-05-15,298.0000,109.5000,69.1000,41.1500,26.9500,7822.5547,4095.5183,4897.5724
2020-05-18,290.0000,110.5000,69.8000,41.2000,26.8000,8081.8723,4016.0615,4873.2164
2020-05-19,291.5000,111.0000,70.2000,42.0000,26.9000,7995.1195,4029.2024,4917.9443
2020-05-20,294.0000,111.5000,71.3000,42.2500,27.0000,8105.1451,4028.4419,4913.9790
2020-05-21,297.5000,111.5000,72.3000,42.7000,27.0000,8058.6261,4043.2404,4848.0299
2020-05-22,292.0000,111.0000,71.9000,41.7000,26.7500,8072.8501,4067.0190,4876.0621
2020-05-26,295.5000,111.0000,72.3000,42.4500,26.9000,8216.6232,4034.2401,4832.8138
2020-05-27,296.5000,110.0000,72.4000,42.6500,26.9500,8321.3896,4018.3844,4831.3703
2020-05-28,294.0000,110.5000,71.5000,42.0500,26.8000,8319.8918,4010.2727,4855.6430
2020-05-29,292.0000,110.5000,72.8000,42.4000,26.6500,8324.9576,4023.4417,4872.6382
2020-06-01,295.5000,111.5000,73.4000,42.5000,27.0500,8368.1034,4000.8969,4900.6352
2020-06-02,296.5000,112.0000,73.5000,42.9500,27.5500,8406.1161,3971.5728,4850.8460
2020-06-03,301.0000,112.5000,74.3000,43.5500,28.2000,8528.8671,3923.7687,4767.4277
2020-06-04,306.0000,113.0000,74.6000,43.5500,28.1000,8502.7343,3865.2606,4815.4982
2020-06-05,311.5000,112.5000,73.9000,43.5000,28.0000,8716.9177,3836.0809,4715.8398
2020-06-08,318.0000,113.0000,73.5000,43.8500,28.1000,8783.2009,3833.7676,4745.7603
2020-06-09,319.0000,113.0000,73.9000,44.0000,28.2000,8699.2237,3869.0910,4781.3588
2020-06-10,322.5000,113.0000,73.7000,44.6000,28.3500,8634.6373,3919.1770,4840.8543
2020-06-11,320.5000,112.5000,73.0000,43.6000,28.0000,8125.3117,3987.5869,4799.1116
2020-06-12,316.0000,113.0000,72.0000,43.2500,27.6500,8214.8284,3945.3984,4801.3553
2020-06-15,309.5000,111.5000,70.6000,43.1000,27.5000,8320.4732,3961.3704,4809.5294
2020-06-16,315.0000,112.5000,73.3000,44.1000,28.0500,8438.2288,3881.1335,4783.1299
2020-06-17,315.0000,113.0000,72.5000,44.3000,28.0500,8404.6046,3897.8140,4793.0816
2020-06-18,314.5000,112.5000,72.5000,43.8500,28.0000,8409.2667,3939.7517,4784.4577
2020-06-19,314.5000,113.0000,71.2000,43.6000,27.8000,8390.6955,3956.8112,4854.3038
2020-06-22,312.0000,113.5000,71.0000,43.6000,27.8000,8441.6717,3955.9625,4884.0224
2020-06-23,315.0000,114.0000,72.1000,44.0000,27.9500,8437.8200,3909.1378,4900.3386
2020-06-24,317.5000,114.5000,71.4000,44.1500,27.9500,8254.1475,3966.2338,4902.0131
2020-06-29,312.0000,115.0000,71.8000,43.8000,27.8000,8256.9180,4004.0640,4919.2509
2020-06-30,313.0000,117.0000,71.3000,43.9000,27.8000,8331.3830,3969.7049,4922.6028
2020-07-01,317.5000,116.5000,71.2000,42.3000,28.0000,8385.3229,3959.9062,4897.9614
2020-07-02,322.0000,114.0000,72.4000,42.1000,28.0500,8440.5923,3968.3004,4913.8372
2020-07-06,338.0000,112.0000,73.8000,43.3000,28.4000,8577.6802,3955.1768,4947.1789
2020-07-07,338.5000,111.5000,73.2000,43.3000,28.3000,8475.6943,4004.3834,4970.4689
2020-07-08,341.0000,112.0000,73.3000,43.1000,28.4500,8562.2758,3998.5455,5014.0830
2020-07-09,345.0000,110.5000,73.5000,42.8000,28.3000,8473.4450,4043.0837,4976.9783
2020-07-10,348.5000,111.0000,73.6000,42.4000,28.3000,8556.9881,4021.3723,4962.3428
2020-07-13,354.5000,110.5000,73.6000,43.0000,28.8000,8521.3579,4052.9638,4991.0319
2020-07-14,363.5000,110.0000,72.9000,42.7000,28.8000,8629.7377,4057.8268,5013.1166
2020-07-15,363.0000,109.5000,73.0000,42.8000,28.8500,8688.8273,4029.5223,5005.9006
2020-07-16,357.5000,109.5000,73.0000,42.8500,28.9500,8686.5257,4060.9636,4973.6540
2020-07-17,367.0000,109.5000,72.5000,42.8000,29.1500,8678.2805,4036.9111,4995.3864
2020-07-20,366.0000,110.0000,72.6000,42.6500,29.2500,8775.2607,4059.2521,5034.8669
2020-07-21,383.0000,110.0000,72.1000,42.5000,29.2500,8791.8384,4060.7151,5094.3311
2020-07-22,384.0000,110.0000,72.1000,43.1000,29.2000,8828.3741,4066.6283,5163.8735
2020-07-23,381.5000,109.0000,72.0000,42.7000,29.1000,8731.8468,4118.2859,5214.7083
2020-07-24,386.0000,109.0000,71.3000,42.0000,28.9500,8674.1360,4117.3444,5258.5513
2020-07-27,424.5000,108.0000,71.3000,41.8000,28.9500,8744.6058,4105.4504,5366.8556
2020-07-28,435.0000,108.5000,70.6000,41.7000,26.9500,8609.1901,4095.8148,5361.8251
2020-07-29,422.0000,108.5000,70.7000,41.8000,27.2000,8754.4983,4107.3378,5426.5308
2020-07-30,434.0000,108.5000,72.0000,42.2000,27.2500,8707.4913,4126.9228,5376.6338
2020-07-31,425.5000,109.5000,71.5000,41.7500,27.1000,8746.6028,4110.3150,5407.1386
2020-08-03,416.0000,108.0000,70.0000,41.2500,26.8000,8852.7156,4110.6572,5441.1083
2020-08-04,425.5000,108.5000,70.2000,41.3000,27.1000,8868.1115,4141.0616,5545.1281
2020-08-05,429.0000,108.0000,70.7000,41.4000,26.9000,8928.3764,4107.2455,5599.8578
2020-08-06,435.0000,109.0000,69.5000,41.5500,27.0000,9010.5098,4140.5019,5688.3643
2020-08-07,433.0000,109.0000,69.1000,41.1500,26.9000,9026.5063,4117.2498,5603.9180
2020-08-10,435.5000,108.5000,69.0000,41.7500,26.8500,9069.4846,4106.0718,5594.4029
2020-08-11,429.0000,108.5000,68.6000,41.7500,26.8500,8961.5998,4042.3779,5274.5812
2020-08-12,419.0000,109.0000,67.8000,41.8500,26.8500,9088.0944,4006.2912,5250.8541
2020-08-13,429.0000,109.5000,68.3000,42.0000,27.0000,9064.9235,3960.5220,5370.8724
2020-08-14,427.0000,109.0000,68.3000,41.8500,26.9500,9078.4044,3950.8010,5355.5225
2020-08-17,435.0000,108.5000,69.2000,42.5000,27.1000,9120.6209,3966.5444,5479.7430
2020-08-18,433.0000,109.0000,68.7000,42.5500,27.5000,9125.9217,3988.6161,5520.3916
2020-08-19,427.5000,109.0000,68.4000,42.7500,27.5500,9093.8089,3966.2497,5349.6007
2020-08-20,415.0000,109.0000,67.1000,41.4000,27.0500,9141.1747,4010.4602,5397.8361
2020-08-21,424.5000,109.5000,67.1000,41.8000,27.4000,9143.9721,4021.4648,5337.3014
2020-08-24,428.0000,109.0000,67.0000,41.7000,27.0500,9258.9985,4024.6513,5319.9520
2020-08-25,434.5000,109.0000,67.4000,43.4000,27.2500,9259.1549,3979.9862,5307.9340
2020-08-26,442.0000,109.0000,67.3000,43.4000,27.3500,9351.9823,3964.7607,5370.6146
2020-08-27,444.0000,109.5000,67.4000,43.1000,27.2000,9369.7750,3896.2194,5307.0155
2020-08-28,435.0000,109.0000,67.0000,43.3000,27.2000,9443.6660,3898.8366,5406.9049
2020-08-31,426.5000,108.5000,66.6000,42.8000,27.2000,9412.1180,3925.8387,5421.3410
2020-09-01,435.0000,109.0000,66.2000,42.8000,27.2000,9493.1555,3967.5612,5423.4456
2020-09-02,433.0000,108.5000,65.2000,42.2000,26.9000,9628.9816,4004.7187,5351.4049
2020-09-03,436.0000,109.0000,64.6000,42.7500,26.8500,9294.2453,4014.6452,5306.1159
2020-09-04,429.0000,108.5000,63.6000,42.4500,26.6500,9213.9898,3936.5439,5318.2374
2020-09-08,431.0000,109.0000,66.0000,42.5000,26.6000,8970.2550,3964.2774,5312.7396
2020-09-09,427.0000,108.5000,65.3000,42.2500,26.6000,9129.2268,3945.7731,5353.6634
2020-09-10,435.0000,109.0000,66.0000,43.0500,26.7000,8981.1381,3970.4381,5342.6115
2020-09-11,436.5000,109.0000,66.0000,43.4500,26.7000,8981.9063,3977.2190,5340.0561
2020-09-14,441.0000,109.0000,66.8000,43.6500,26.6000,9104.3749,3978.8012,5384.6669
2020-09-15,445.0000,109.0000,66.0000,43.7500,26.6000,9100.6866,3947.5702,5342.6141
2020-09-16,458.0000,109.0000,66.4000,43.7500,26.7000,9086.9793,3945.5116,5371.0041
2020-09-17,448.5000,109.0000,64.5000,43.2500,26.6000,9002.4281,3955.5366,5338.7731
2020-09-18,444.0000,109.0000,64.5000,42.8500,26.4000,8881.1298,3935.4194,5335.1688
2020-09-21,440.0000,108.5000,64.0000,42.4000,26.0500,8746.9750,3939.4844,5206.9776
2020-09-22,437.0000,108.0000,64.0000,41.9000,25.6000,8825.0006,3931.4411,5175.2582
2020-09-23,433.5000,107.5000,64.0000,41.7500,25.5500,8639.4717,3945.4442,5074.6780
2020-09-24,423.0000,107.0000,61.7000,40.6000,24.9000,8710.0274,3982.2871,5121.4973
2020-09-25,424.0000,107.5000,61.8000,40.8000,25.3000,8872.6135,3992.0815,5119.4616
2020-09-28,431.5000,108.0000,62.8000,41.3000,25.9000,9016.1926,3979.0452,5168.7931
2020-09-29,431.0000,108.5000,62.5000,41.6500,25.8000,8920.5541,3962.9648,5185.3291
2020-09-30,433.0000,107.0000,62.5000,41.9000,25.6000,8923.3245,3896.6559,5116.9966
2020-10-05,432.5000,107.0000,62.6000,41.2000,25.4500,9062.4891,3816.4886,5188.5373
2020-10-06,439.5000,108.0000,63.4000,41.5000,25.7500,8867.3051,3808.5580,5089.4321
2020-10-07,443.0000,106.5000,62.4000,41.1500,25.6000,9053.6509,3794.1894,5105.1764
2020-10-08,453.0000,107.5000,63.1000,41.0500,25.3500,9072.3777,3788.9898,5088.8224
2020-10-12,460.0000,107.0000,63.1000,41.4500,25.3500,9296.7512,3798.7540,5164.1965
2020-10-13,462.0000,107.5000,62.8000,41.4500,25.1500,9238.9863,3827.1577,5084.5693
2020-10-14,459.0000,107.5000,62.7000,41.8000,25.1500,9253.3245,3866.1602,5140.5225
2020-10-15,453.0000,106.5000,62.5000,41.3000,25.0500,9204.1998,3843.7441,5138.2246
2020-10-16,449.0000,106.5000,62.1000,41.3500,24.9000,9203.4434,3835.0593,5123.0940
2020-10-19,457.5000,107.0000,62.3000,41.4500,24.7500,9075.8211,3825.7478,5132.6369
2020-10-20,451.0000,106.5000,62.5000,41.4000,24.7000,9093.5859,3781.6126,5146.8592
2020-10-21,453.0000,107.0000,62.0000,41.4000,24.5000,9016.2173,3743.5751,5151.2541
2020-10-22,455.0000,107.0000,63.0000,41.5000,24.8000,9114.3038,3724.5244,5128.1292
2020-10-23,452.0000,107.5000,62.6000,41.4000,24.7500,9146.8398,3747.9457,5123.5738
2020-10-26,450.0000,108.5000,62.6000,41.7000,24.9500,8947.1341,3769.8886,5103.4948
2020-10-27,447.0000,109.0000,61.9000,41.3000,24.7500,8920.5940,3797.0119,5119.3992
2020-10-28,444.0000,108.5000,61.7000,41.3500,24.7000,8608.8286,3797.5306,5032.7387
2020-10-29,437.0000,107.5000,61.2000,40.7500,24.3500,8699.0601,3761.8501,5013.4581
2020-10-30,432.0000,107.0000,61.3000,40.7000,24.3000,8542.9021,3696.4101,4998.0187
2020-11-02,435.5000,109.5000,61.2000,41.4500,24.6000,8705.0440,3752.7174,5085.3082
2020-11-03,441.0000,109.5000,62.3000,41.6000,24.9000,8850.9012,3727.6438,5109.6510
2020-11-04,450.0000,109.5000,62.5000,41.6500,24.8500,9060.2116,3813.3432,5113.2867
2020-11-05,451.0000,110.0000,62.6000,41.6500,25.0500,9223.0558,3814.2434,5222.9624
2020-11-06,452.5000,109.5000,62.8000,41.9500,25.3000,9214.3603,3765.4572,5226.6488
2020-11-09,458.5000,110.0000,63.3000,42.7000,25.4500,9344.4369,3691.9715,5002.9112
2020-11-10,451.0000,110.0000,64.3000,43.6000,25.8000,9347.1892,3677.1528,5028.3380
2020-11-11,457.0000,110.0000,65.1000,45.5500,26.5000,9404.0232,3685.4871,4999.8835
2020-11-12,458.0000,110.0000,67.5000,45.2000,26.1500,9287.2552,3737.9261,5016.3909
2020-11-13,462.0000,110.0000,68.4000,45.3000,26.1000,9390.5007,3722.9260,5037.0131
2020-11-16,484.0000,109.5000,68.0000,45.5500,26.1500,9523.7699,3720.2525,5045.2317
2020-11-17,485.5000,110.0000,67.9000,45.5500,26.1000,9484.2235,3749.1531,5032.9152
2020-11-18,497.0000,110.0000,68.3000,45.5000,25.8500,9365.4469,3758.1535,5001.6406
2020-11-19,490.0000,110.0000,68.4000,45.2500,25.6500,9414.4466,3781.3456,4997.3150
2020-11-20,488.0000,109.5000,68.1000,44.9000,25.3500,9335.8890,3809.1369,5004.8810
2020-11-23,496.5000,110.5000,68.5000,45.5000,25.6000,9404.8073,3796.9152,4913.0846
2020-11-24,492.0000,109.5000,67.6000,44.9500,25.7500,9553.5393,3758.0197,4836.3506
2020-11-25,487.0000,109.0000,67.0000,45.1500,25.4000,9521.9203,3739.8173,4825.5087
2020-11-27,489.0000,109.5000,66.3000,45.6500,25.4500,9562.6259,3781.7238,4783.6425
2020-11-30,480.5000,108.5000,65.0000,44.3000,25.1500,9523.0624,3778.1045,4753.0949
2020-12-01,490.0000,109.0000,66.1000,44.8000,25.3000,9626.7815,3722.2270,4852.9719
2020-12-02,499.0000,109.0000,65.3000,44.5500,25.3000,9632.2512,3687.0262,4881.9807
2020-12-03,497.0000,108.5000,65.7000,44.4500,25.2500,9618.8012,3712.5816,4914.8891
2020-12-04,503.0000,109.5000,66.3000,45.1500,25.4000,9683.7171,3651.3550,4891.8721
2020-12-07,514.0000,108.5000,65.6000,45.6000,25.1500,9605.1627,3661.9322,4934.6962
2020-12-08,524.0000,109.5000,65.4000,45.4000,25.0500,9559.5271,3651.0708,4914.0000
2020-12-09,520.0000,108.5000,65.4000,45.1000,25.1000,9550.1513,3668.3384,4868.9333
2020-12-10,512.0000,108.5000,65.5000,45.6500,25.0000,9552.8819,3703.1208,4862.5973
2020-12-11,516.0000,108.5000,65.1000,47.2000,25.1000,9522.6594,3708.8190,4861.9242
2020-12-14,508.0000,108.5000,65.0000,47.3000,25.0000,9478.4437,3697.9250,4834.3400
2020-12-15,504.0000,109.0000,65.0000,45.8500,24.8500,9582.7250,3676.3903,4889.8013
2020-12-16,512.0000,109.5000,65.7000,46.3500,25.2500,9592.9853,3664.7807,4914.3400
2020-12-17,508.0000,109.5000,67.0000,46.2000,25.3000,9652.5653,3657.3334,4969.0981
2020-12-18,510.0000,109.5000,66.5000,46.0000,25.1500,9618.3692,3648.0187,4962.9044
2020-12-21,516.0000,109.5000,66.8000,45.5000,25.3000,9597.9457,3667.8252,4954.3640
2020-12-22,509.0000,109.0000,66.1000,44.9000,25.0000,9571.9048,3682.9577,4910.1486
2020-12-23,509.0000,108.5000,65.9000,44.8000,24.9500,9577.3734,3656.3168,4941.1749
2020-12-24,510.0000,108.0000,66.0000,45.5500,24.9500,9616.0722,3671.3329,4961.6075
2020-12-28,515.0000,109.5000,66.9000,45.5500,24.9500,9631.1165,3647.3793,4909.1617
2020-12-29,515.0000,109.0000,66.9000,45.5000,25.0000,9670.5451,3664.6483,4956.6697
2020-12-30,525.0000,110.0000,67.8000,46.9000,25.7000,9690.4051,3674.8740,4997.7412
2020-12-31,530.0000,109.0000,67.5000,46.7500,25.5500,9720.7331,3673.0980,5006.5652
2021-01-04,536.0000,109.0000,67.6000,46.2500,25.3500,9582.9284,3666.5816,5115.0860
2021-01-05,542.0000,109.5000,67.0000,46.3500,25.3000,9665.0957,3645.4487,5138.8297
2021-01-06,549.0000,109.5000,66.1000,45.6000,25.2000,9672.3643,3552.0646,5029.1043
2021-01-07,565.0000,109.0000,66.6000,46.2000,25.2000,9772.1773,3505.0105,4994.9283
2021-01-08,580.0000,110.0000,67.7000,47.4500,25.5000,9862.0415,3505.8506,4840.8314
2021-01-11,584.0000,111.0000,67.3000,47.4000,25.5000,9827.2022,3511.3634,4846.9410
2021-01-12,591.0000,111.0000,67.0000,47.7500,25.3000,9830.5738,3509.0358,4878.9642
2021-01-13,605.0000,111.5000,67.0000,48.3000,25.3000,9842.0267,3543.1470,4850.5458
2021-01-14,592.0000,112.0000,66.8000,48.4500,25.2000,9821.5795,3514.9760,4854.9589
2021-01-15,601.0000,111.0000,66.0000,47.6000,25.0000,9739.1355,3525.0053,4789.3984
2021-01-19,627.0000,111.0000,67.1000,47.2500,24.9000,9813.9567,3535.7873,4829.1682
2021-01-20,647.0000,109.0000,64.3000,46.2000,24.5500,9925.8751,3530.7714,4896.0120
2021-01-21,673.0000,108.5000,66.1000,46.2000,24.5000,9926.0268,3502.8509,4888.5591
2021-01-22,649.0000,108.5000,66.7000,46.2500,24.3000,9915.2937,3522.8574,4862.0350
2021-01-25,633.0000,109.0000,66.7000,47.4000,24.2500,9951.8356,3563.4587,4864.9759
2021-01-26,617.0000,108.5000,67.0000,46.5000,24.1000,9925.0667,3552.7122,4847.4703
2021-01-27,615.0000,109.0000,67.2000,46.8000,24.2000,9681.7999,3561.4913,4816.4134
2021-01-28,601.0000,109.0000,67.9000,46.2000,24.0000,9770.3120,3543.7039,4823.4703
2021-01-29,591.0000,108.0000,68.0000,45.5500,23.6000,9574.5772,3522.3362,4821.4461
2021-02-01,611.0000,109.0000,68.0000,45.9500,23.9000,9757.7869,3535.0555,4878.6140
2021-02-02,632.0000,109.0000,67.6000,47.2500,24.1000,9877.8458,3505.9036,4810.5262
2021-02-03,630.0000,109.0000,68.1000,47.6000,23.9500,9852.9693,3463.3197,4787.3974
2021-02-04,627.0000,108.0000,68.5000,47.1000,24.0000,9967.1004,3454.8108,4685.3315
2021-02-05,632.0000,108.5000,68.7000,46.9000,24.1000,10020.2997,3430.6633,4738.1915
2021-02-17,663.0000,108.5000,68.8000,48.9000,24.7000,10191.0839,3395.3516,4663.8934
2021-02-18,660.0000,108.5000,68.7000,49.2000,24.9000,10103.8052,3366.9817,4643.4383
2021-02-19,652.0000,109.0000,68.4000,49.1000,24.9000,10065.0498,3315.3382,4653.0320
2021-02-22,650.0000,108.5000,68.5000,48.9500,24.8500,10004.4807,3295.6651,4730.6511
2021-02-23,641.0000,109.5000,69.0000,49.7500,25.2500,9981.3114,3274.5760,4703.1257
2021-02-24,625.0000,109.5000,69.1000,50.0000,25.3500,10106.1076,3257.8675,4706.6839
2021-02-25,635.0000,110.5000,69.9000,51.7000,25.7500,9791.6953,3181.6270,4584.9231
2021-02-26,606.0000,109.5000,67.2000,49.9000,25.2500,9781.7555,3300.4789,4492.6545
2021-03-02,609.0000,109.5000,68.0000,50.1000,25.1500,9960.0230,3263.4534,4518.0839
2021-03-03,622.0000,109.5000,69.1000,51.0000,25.2500,9800.1852,3218.8914,4455.5986
2021-03-04,601.0000,109.5000,68.5000,50.6000,25.1000,9671.9306,3195.8250,4408.5885
2021-03-05,601.0000,110.0000,68.4000,50.8000,25.0500,9882.9091,3212.7915,4426.1608
2021-03-08,598.0000,110.0000,68.8000,52.1000,25.1500,9874.1891,3200.9372,4398.3021
2021-03-09,595.0000,110.5000,70.1000,53.7000,25.7000,10142.6529,3286.6046,4549.0378
2021-03-10,597.0000,110.5000,70.2000,54.0000,26.0000,10194.6010,3289.5811,4567.2186
2021-03-11,609.0000,111.0000,69.8000,55.4000,25.9000,10279.7399,3260.0719,4555.1871
2021-03-12,614.0000,111.0000,70.0000,54.9000,25.9500,10220.2195,3168.1463,4521.8816
2021-03-15,611.0000,110.5000,69.7000,55.5000,26.1000,10334.2984,3203.2423,4565.2325
2021-03-16,613.0000,110.5000,69.3000,55.4000,26.2000,10332.6329,3193.8836,4574.4875
2021-03-17,604.0000,110.5000,69.4000,54.5000,26.0000,10389.8686,3176.7122,4616.9499
2021-03-18,602.0000,111.0000,70.1000,54.4000,26.1000,10231.8466,3142.4377,4587.0530
2021-03-19,591.0000,110.0000,68.5000,53.7000,26.0500,10280.6305,3182.8795,4636.7833
2021-03-22,593.0000,110.5000,69.0000,53.9000,25.9500,10355.9370,3216.4383,4626.9344
2021-03-23,594.0000,111.0000,68.9000,54.5000,25.9000,10246.3774,3236.6125,4580.6144
2021-03-24,576.0000,111.0000,68.5000,54.4000,26.0000,10228.2836,3264.8844,4611.7950
2021-03-25,575.0000,111.5000,69.7000,55.3000,26.0500,10313.9627,3248.0005,4607.6075
2021-03-26,590.0000,111.5000,71.2000,55.5000,26.2000,10488.4888,3239.1998,4624.3755
2021-03-29,599.0000,112.0000,71.7000,55.9000,26.2000,10513.4206,3220.9669,4582.5416
2021-03-30,597.0000,111.5000,73.0000,56.8000,26.2000,10464.2558,3231.2759,4495.0784
2021-03-31,587.0000,111.5000,73.0000,56.8000,26.1000,10474.8513,3203.5138,4549.4384
2021-04-01,602.0000,111.5000,72.5000,57.8000,26.1000,10563.1364,3249.0449,4596.0851
2021-04-06,610.0000,112.0000,72.9000,57.3000,26.1000,10713.2143,3258.3008,4633.3425
2021-04-07,610.0000,112.0000,73.0000,57.5000,26.1500,10742.5032,3240.7034,4627.5597
2021-04-08,613.0000,111.0000,73.0000,56.9000,26.2000,10762.5936,3258.1005,4663.9243
2021-04-09,610.0000,112.0000,72.8000,56.4000,26.1500,10848.6026,3248.6214,4632.0844
2021-04-12,605.0000,111.0000,72.5000,58.0000,26.2000,10902.0180,3262.0034,4624.9800
2021-04-13,605.0000,112.0000,72.7000,57.8000,26.2500,10893.5062,3274.1791,4640.3659
2021-04-14,612.0000,113.0000,73.0000,57.1000,26.3500,10863.9897,3266.0862,4623.4773
2021-04-15,619.0000,114.0000,73.1000,60.0000,26.9000,10949.7784,3311.3929,4684.9775
2021-04-16,610.0000,114.0000,73.2000,60.0000,26.9500,10952.0997,3275.4220,4698.6059
2021-04-19,603.0000,114.5000,74.7000,61.8000,27.2500,10902.0347,3267.1369,4687.2218
2021-04-20,602.0000,115.0000,75.8000,61.8000,27.2000,10773.1898,3267.3254,4682.5830
2021-04-21,592.0000,114.5000,74.7000,61.4000,27.0000,10836.0728,3262.1282,4712.0114
2021-04-22,591.0000,114.5000,76.0000,61.1000,26.8500,10719.4830,3270.9864,4673.7789
2021-04-23,602.0000,114.0000,75.6000,61.3000,26.8000,10876.8756,3275.6952,4673.5601
2021-04-26,610.0000,114.0000,75.5000,64.1000,27.0000,10878.5083,3264.6948,4676.8587
2021-04-27,610.0000,114.0000,75.2000,64.9000,27.0000,10789.2556,3210.3553,4627.8074
2021-04-28,602.0000,114.0000,75.8000,65.1000,26.9500,10820.7532,3222.7429,4656.3217
2021-04-29,600.0000,114.0000,75.1000,64.2000,26.9500,10845.1353,3200.0649,4618.0905
2021-05-03,588.0000,113.0000,74.5000,68.8000,26.6000,10821.7910,3216.7274,4672.9212
2021-05-04,591.0000,112.5000,74.1000,67.4000,26.2500,10784.9606,3247.5708,4651.5799
2021-05-05,585.0000,112.0000,73.0000,69.5000,26.3000,10776.4324,3249.3390,4665.6957
2021-05-06,587.0000,113.0000,74.7000,69.6000,26.6000,10859.2963,3253.7308,4742.1231
2021-05-07,599.0000,113.5000,74.6000,70.8000,26.6500,10963.0414,3245.0005,4795.5972
2021-05-10,589.0000,114.0000,75.2000,76.6000,26.8000,10778.6724,3189.7028,4776.5344
2021-05-11,571.0000,114.5000,74.7000,74.8000,26.2500,10674.1971,3169.1941,4773.6660
2021-05-12,560.0000,112.5000,72.6000,70.0000,25.4000,10517.3821,3156.8921,4757.8941
2021-05-13,547.0000,111.0000,72.7000,68.6000,25.3500,10684.5170,3173.8980,4795.7473
2021-05-14,557.0000,113.5000,74.2000,69.6000,25.5500,10814.9032,3193.6338,4824.4406
2021-05-17,549.0000,112.5000,72.6000,65.6000,24.9500,10796.2263,3189.4886,4884.5944
